source,error,item
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","0.80454535017596 -47.73746579165 KIR- (Kiribati aggregation) Kiribati  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-4.9832247917992 -163.50751056203 KIR- (Kiribati minor island) Kiribati  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.271042252809 -62.698545446102 KNA- (St. Kitts and Nevis aggregation) Saint Kitts and Nevis  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","34.638676701948 127.78111713018 Kyongsang-namdo South Korea Kyongsangnam-Do Kyongsang-namdo Keisho Nan-do South Kyongsang ????   ????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.884883255618 103.09170241183 Xaisômboun Laos Saysomboune, Xaysomboun "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","33.888282456622 35.507711034466 Beirut Lebanon Bayrut Beirute Beyrouth "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.257155402139 -7.8562337302757 River Gee Liberia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.1865231998685 -10.452516109464 Gbapolu Liberia Gbarpolu "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","32.672345384633 13.418569584575 Tajura' wa an Nawahi al Arba Libya Taghura' wa-n-Nawahi al-Arba "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","31.976767362238 21.067337953079 Al Hizam Al Akhdar Libya al-Hizam al-Ahdar "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","31.903439055157 22.542467361901 Al Qubbah Libya Al Qubah al-Qubba "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.902670547168 -60.970316531075 LCA- (Saint Lucia aggregation) Saint Lucia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.138206429682 9.5409002887293 LIE- (Liechtenstein aggregation) Liechtenstein  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.275088046275 80.712993312481 Kandy Sri Lanka Maha Nuwara "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.6679097356423 80.73287116792 Matale Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.9751398398022 80.712025517102 Nuwara Eliya Sri Lanka Nuvara Eliya "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.9940133303881 81.027442995468 Polonnaruwa Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.5532718483957 81.095313405487 Trincomalee Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.3919155884073 80.51253672417 Anuradhapura Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.8583023971353 80.481759969936 Vavuniya Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.8764088040126 80.093589528446 Mannar Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.1752467744979 80.540252222675 Mullaitivu Sri Lanka Mulativu "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.6931818305849 80.120527742107 Jaffna Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.6640411975728 80.236471683363 Kurunegala Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.970732013434 79.911294987464 Puttalam Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.5876096123944 80.565809939158 Ratnapura Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.2223938848841 80.248994559219 Galle Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.2613689304157 81.104497417419 Hambantota Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.1425436668442 80.540595517225 Matara Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.0691589798602 81.045293460625 Badulla Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.787273902128 81.304244962881 Moneragala Sri Lanka Monaragala "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.1042159061336 80.34297858143 Kegalle Sri Lanka Kegalla "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.8677497887886 80.017737225392 Colombo Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.1221347275226 80.012702488635 Gampaha Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.5760790621543 80.126049298681 Kalutara Sri Lanka  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-29.971309324244 28.694821383075 Qacha's Nek Lesotho Quacha's Nek Quachas Nek "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.216460411668 24.126131872281 Alytaus Lithuania Alytus Olita Alitus "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.083546171647 23.882319105689 Kauno Lithuania Kaunas Kowno Kovno "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.950436442488 23.265517622139 iauliai Lithuania iauliai Schaulen Shavli "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.825782049166 25.24410256692 Vilniaus Lithuania Vilnius Wilna Vilna Vilnious "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.683628198884 21.543749952527 Klaipedos Lithuania Klaipeda Memel "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.988563336108 22.130735875145 Teliai Lithuania Teliai Telsche Telschi Telshe "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.626694621546 6.0643241275305 Luxembourg Luxembourg Lëtzebuerg Luxemburg "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.492220669004 27.204722437801 Latgale Latvia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.421355788636 26.994114242451 Aluksne Latvia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.570804743129 25.923052336131 Valga Latvia Valgamaa Valga maakond "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.204958805316 25.44490869116 Vidzeme Latvia Wenden "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.939165263564 26.483502897768 Daugavpils Latvia Dünaburg Dvinsk "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.313011214035 26.622731719061 Preili Latvia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.975894194323 24.389927588581 Riga Latvia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.972609282708 24.126607727073 Riga Latvia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.885574015454 21.94991611409 Kurzeme Latvia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.157785265266 113.55019678895 MAC- (Macau aggregation) Macau S.A.R  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.077620298592 -63.055071492017 MAF- (St. Martin aggregation) Saint Martin  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.950126241927 -15.134951197098 Oued el Dahab Morocco Ed Dakhla Oued Eddahab "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","48.281715823524 27.010339845966 Briceni Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.916273398704 27.538692860395 Rîscani Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.567487331235 27.746645872083 Falesti Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.738185170163 27.526853205831 Glodeni Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.662327476479 28.145014749557 Sîngerei Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.924722389404 29.22353124506 Anenii Noi Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.381755897299 28.886423064996 Basarabeasca Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.148196776812 29.020386943724 Criuleni Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.132741589123 29.445138165718 Grigoriopol Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.914269880869 28.799094298955 Ialoveni Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.552680169633 28.413156086505 Leova Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.072806733685 28.197092538563 Nisporeni Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.687818526011 28.84598536141 Rezina Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.748268571328 29.088599230257 Rezina Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.1650766712 28.590988741012 Straseni Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.55349930616 28.451333041354 Telenesti Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.50790854288 29.720005956181 Stefan Voda Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","48.008737355698 28.667579971819 Camenca Moldova  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-18.947110038462 46.820477968255 Antananarivo Madagascar Tananarive "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-21.850062190158 46.879394751977 Fianarantsoa Madagascar  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-17.808960760831 48.771740135429 Toamasina Madagascar Tamatave "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-22.593152367043 45.024889568114 Toliary Madagascar Toleary Toliary Tuléar "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","3.682262055314 73.330327970927 MDV- (Maldives aggregation) Maldives  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.476004372289 -89.668630646326 MEX- (Mexico minor island) Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.024174739798 -107.48397480447 Sinaloa Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.312566449502 -102.69735462841 Zacatecas Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.571214289524 -99.962308340177 Nuevo León Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.600280452996 -100.43276801247 San Luis Potosí Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.840922388487 -90.294983233156 Campeche Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.012363710029 -97.884624106014 Puebla Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.948242332368 -92.580648171192 Tabasco Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.667268687505 -99.902701201444 Guerrero Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","20.825037007544 -99.864510936886 Querétaro Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.367428795656 -96.392606393106 Veracruz Mexico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.1350688210685 170.06680972245 MHL- (Marshall Is. aggregation) Marshall Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.0871884419478 171.73083155471 MHL- (Marshall Is. minor island) Marshall Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.270281020275 20.620193287118 Vevcani Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.262865350859 21.13279496178 Demir Hisar Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.897237632772 21.695410026932 Skopje Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.443848553047 21.114641827368 Southwestern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.271314558994 21.662548446039 Prilep Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.210622793622 22.244525624148 Kriva Palanka Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.486622156628 21.902845919079 Vardar Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.216068159417 21.896569066523 Northeastern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.684112295378 22.163888420002 tip Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.879654052738 21.956838621929 Sveti Nikole Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.745553812082 21.743279345375 Veles Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.489231135827 21.050689924674 Vranetica Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.916574355452 21.126404203689 elino Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.587940868347 21.589671951331 Caka Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.826897679582 22.409816572873 Eastern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.866644432621 22.282597996437 Ceinovo-Obleevo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.379147471695 22.232419741624 Demir Kapija Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.513520671217 22.382081960495 Konce Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.780318934473 22.27780769126 Karbinci Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.979512489228 21.391197516164 Karpo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.93083692456 21.480372115106 Skopje Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.070525046056 22.117838644191 Kratovo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.312253691514 21.364357860227 Krivogatani Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.361409759299 21.250945458892 Kruevo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.074105213082 21.777084313348 Kumanovo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.642544014563 21.211397849265 Brod Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.157393940871 21.430250038297 Pelagonia Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.507806723852 22.117808630764 Negotino Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.515523075212 20.575898199683 Debar Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.442339309613 20.907312805091 Southwestern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.861690057643 20.838804684142 Polog Macedonia Vrapcite "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.396426084787 22.622403110051 Southeastern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.338697900645 22.512057421542 Valandovo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.188562642939 22.578217532142 Bogdanci Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.474185886399 22.765763216383 Southeastern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.221350990134 22.386848512674 Southeastern Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.848330226143 22.56495536169 Vinitsa Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.650663239693 22.794112419651 Berovo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.934918317917 22.743209976756 Delcevo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.053139148494 22.53446217399 Makedonska Kamenica Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.768786501692 22.887492369868 Phecevo Macedonia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.437926492539 1.1496686625424 Kidal Mali  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.767387406719 1.3618236036006 Gao Mali  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.608024882354 -7.6414370758905 Bamako Mali  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.406993139162 -6.5765397510893 Sikasso Mali  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.703450639277 -3.5258970544056 Mopti Mali  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.801004899255 -5.7003073529809 Ségou Mali  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","35.921026987252 14.403754031666 MLT- (Malta aggregation) Malta  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.860410174793 20.190525599632 Roaje Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.853267998122 19.916952937357 Berane Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.798558007494 19.434125542983 Kolain Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.838637315068 18.782588959708 Nikic Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.157271677889 18.847141107671 Pluine Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.977675557919 19.13199199907 avnik Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.117779931966 19.177062558956 abljak Montenegro  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.024336886936 104.29985703896 Orhon Mongolia Erdenet Orkhon "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.741088001508 108.34883919972 Govisümber Mongolia Gobisumber "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.25085976923 145.59995500588 MNP- (N. Mariana Is. aggregation) Northern Mariana Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.73752356549 -62.187398782835 MSR- (Montserrat aggregation) Montserrat  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-20.185543869733 57.849700165133 MUS- (Mauritius aggregation) Mauritius  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","4.9284487097814 102.95719457877 Trengganu Malaysia Terengganu Darul Iman "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-12.817400756609 45.142172275816 MYT- (Mayotte aggregation) France  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.121894333257 7.2885958429506 Maradi Niger  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-29.034975102914 167.95516933245 NFK- (Norfolk Island aggregation) Norfolk Island  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.113491196844 13.798655247797 Water body Nigeria  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.5225479883305 3.5523799860218 Lagos Nigeria  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.1434770889578 3.6152244431159 Oyo Nigeria  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.5331708271762 7.4208755635388 Enugu Nigeria  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.312472588714 -84.958391387294 Nicaragua Nicaragua  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-19.048919755576 -169.86934604186 NIU- (Niue aggregation) Niue  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.669137914237 -67.813904166887 NLD- (Netherlands remainder) Netherlands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","28.313912705239 84.322710730421 Gorkha Nepal Western Pashchimanchal "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","27.872289540139 85.407227368722 Bhaktapur Nepal Madhyamanchal "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","27.121848442878 87.287003352276 Bhojpur Nepal Eastern Purwanchal "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-0.52078288471593 166.93313192946 NRU- (Nauru aggregation) Nauru  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-50.910698384867 167.99668440527 NZA- (N.Z. SubAntarctic Is. aggregation) New Zealand  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-43.934824372879 -176.48761099365 NZC- (Chatham Is. aggregation) New Zealand  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-29.252960821336 -177.9048706447 NZL- (South I. remainder) New Zealand  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.236320579769 58.709573664529 Muscat Oman Masqat "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.272014251365 56.2716473229 Fujayrah Oman Al Foudjaïrah, Fudjayra Al Fujayrah, Fujaira, Fujairah, Fujeira "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-24.412769983893 -128.4792670753 PCN- (Pitcairn Is. aggregation) Pitcairn Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-15.85326749631 -72.459146928495 Arequipa Peru  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-14.936830813356 -69.972114029272 Callao Peru El Callao "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-12.015024088249 -76.926954428786 Lima Province Peru Federal capital "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-11.519832458255 -74.906813868457 Junín Peru Junnn "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-11.772067679265 -76.60171341929 Lima Peru Lima province "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.366628304004 111.87512695231 PFA- (Paracel Is. aggregation) China  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.54779523723 114.92906205523 PGA- (Spratly Is. aggregation) Spratly Is.  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.8844981233326 119.96609542867 PHL- (Philippines remainder) Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.1207403960719 119.95912951045 Tawi-Tawi Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.0097333137365 118.48490419481 Sabah Philippines North Borneo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.331536501009 123.72968940852 Cebu Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.6067367592504 121.23547895535 Guimaras Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.6187495809153 123.04843188242 Negros Oriental Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.1857116980108 123.60707503073 Siquijor Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.31489675566 122.99842628752 Negros Occidental Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.5784750465787 122.04089603026 Basilan Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.967365642231 121.09297704452 Sulu Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.598641204763 122.26628896149 Aklan Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.856465869133 121.06007131289 Antique Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.365153620415 122.6420010394 Capiz Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.996248299821 122.59337449287 Iloilo Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.581985043567 122.62669823502 Guimaras Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.7119087628683 118.56119567608 Palawan Philippines Paragua "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.424849002104 122.23434114726 Romblon Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.787203134171 124.23063572623 Catanduanes Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.293109661738 123.55396003122 Masbate Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.859870833712 123.9202254374 Sorsogon Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","20.5613982038 121.89065467747 Batanes Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.475444338464 120.47671013404 Tarlac Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.900333842544 121.03454631119 Batangas Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.967471970123 121.04853602854 Bulacan Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.391329452958 121.96133008179 Marinduque Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.976560220087 121.2549923416 Oriental Mindoro Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.159975617912 121.97046284561 Quezon Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.587408741923 124.49420171635 Biliran Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.303842058078 125.05818343217 Southern Leyte Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.1672575552801 124.72514042587 Camiguin Philippines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.1733542789899 134.33802207554 PLW- (Palau aggregation) Palau  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.223816465648 -66.467600292603 PRI- (Puerto Rico aggregation) Puerto Rico  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.723944083537 -8.4641883174723 Aveiro Portugal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.719251500939 -8.7776220419974 Leiria Portugal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.880991101934 -8.5113734705207 Viana do Castelo Portugal Vianna do Castello "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.607376210422 -7.8530212752798 Évora Portugal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.55490190596 -8.8336520289077 Lisboa Portugal Lisbon Lisbona Lisbonne Lissabon "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.294447265307 -8.4773081715937 Santarém Portugal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.955026551744 -7.509108842764 Castelo Branco Portugal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.204411348081 -8.3343289520595 Coimbra Portugal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.230054063244 -8.3601027562885 Porto Portugal Oporto "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-25.542699556159 -57.489899359378 Asunción Paraguay  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-15.171286571646 -145.03760269785 PYF- (Fr. Polynesia aggregation) French Polynesia  "
